Date,About,Period,Player Load Per Minute,IMA Accel Low,IMA Accel High,IMA Accel Total,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Season,Prop_Accel_High,Prop_Jump_High
2023-10-14,Athlete F,Game,10.75,20,11,41,14,9,17,2,0.2682926829268293,0.425
2023-10-14,Athlete L,Game,12.9,41,13,69,11,9,12,2,0.18840579710144928,0.375
2023-10-14,Athlete M,Game,11.05,35,7,55,17,10,15,2,0.12727272727272726,0.35714285714285715
2023-10-14,Athlete N,Game,10.65,29,4,41,6,4,10,2,0.0975609756097561,0.5
2023-10-14,Athlete O,Game,11.6,34,5,50,27,11,8,2,0.1,0.17391304347826086
2023-10-14,Athlete P,Game,12.350000000000001,34,5,47,10,12,6,2,0.10638297872340426,0.21428571428571427
2023-10-14,Athlete Q,Game,10.95,38,1,45,25,11,6,2,0.022222222222222223,0.14285714285714285
2023-10-14,Athlete R,Game,9.100000000000001,29,8,42,17,11,1,2,0.19047619047619047,0.034482758620689655
2023-10-14,Athlete S,Game,12.6,26,6,38,7,5,2,2,0.15789473684210525,0.14285714285714285
2023-10-14,Athlete T,Game,14.45,27,8,46,19,8,7,2,0.17391304347826086,0.20588235294117646
2023-10-21,Athlete C,Game,13.399999999999999,73,14,108,20,13,21,2,0.12962962962962962,0.3888888888888889
2023-10-21,Athlete E,Game,12.600000000000001,47,10,81,48,18,17,2,0.12345679012345678,0.20481927710843373
2023-10-21,Athlete F,Game,11.899999999999999,60,12,87,42,28,15,2,0.13793103448275862,0.17647058823529413
2023-10-21,Athlete L,Game,10.55,35,6,49,13,4,9,2,0.12244897959183673,0.34615384615384615
2023-10-21,Athlete M,Game,11.649999999999999,52,3,77,36,10,11,2,0.03896103896103896,0.19298245614035087
2023-10-21,Athlete O,Game,11.05,53,17,81,35,21,7,2,0.20987654320987653,0.1111111111111111
2023-10-21,Athlete P,Game,10.85,70,15,118,17,19,14,2,0.1271186440677966,0.28
2023-10-21,Athlete R,Game,9.9,65,8,87,24,15,2,2,0.09195402298850575,0.04878048780487805
2023-10-28,Athlete B,Game,11.45,27,7,48,23,9,5,2,0.14583333333333334,0.13513513513513514
2023-10-28,Athlete C,Game,8.15,40,7,55,24,14,13,2,0.12727272727272726,0.2549019607843137
2023-10-28,Athlete E,Game,9.75,53,12,81,39,18,15,2,0.14814814814814814,0.20833333333333334
2023-10-28,Athlete F,Game,10.05,77,12,113,24,12,17,2,0.10619469026548672,0.32075471698113206
2023-10-28,Athlete O,Game,9.85,59,14,95,32,14,12,2,0.14736842105263157,0.20689655172413793
2023-10-28,Athlete P,Game,10.15,62,6,84,16,11,13,2,0.07142857142857142,0.325
2023-10-28,Athlete Q,Game,8.75,24,6,34,9,6,4,2,0.17647058823529413,0.21052631578947367
2023-10-28,Athlete R,Game,8.4,68,23,108,30,17,3,2,0.21296296296296297,0.06
2023-11-06,Athlete B,Game,10.65,18,5,36,20,4,6,2,0.1388888888888889,0.2
2023-11-06,Athlete C,Game,9.5,37,3,54,25,13,14,2,0.05555555555555555,0.2692307692307692
2023-11-06,Athlete E,Game,14.75,84,29,142,32,16,22,2,0.20422535211267606,0.3142857142857143
2023-11-06,Athlete F,Game,11.3,64,11,89,32,18,17,2,0.12359550561797752,0.2537313432835821
2023-11-06,Athlete L,Game,10.35,68,15,99,27,10,14,2,0.15151515151515152,0.27450980392156865
2023-11-06,Athlete M,Game,9.3,74,6,87,35,8,11,2,0.06896551724137931,0.2037037037037037
2023-11-06,Athlete O,Game,11.95,46,6,60,21,4,7,2,0.1,0.21875
2023-11-06,Athlete P,Game,9.65,46,12,83,15,9,8,2,0.14457831325301204,0.25
2023-11-06,Athlete Q,Game,9.399999999999999,36,5,47,15,7,6,2,0.10638297872340426,0.21428571428571427
2023-11-06,Athlete R,Game,10.0,72,7,98,36,14,2,2,0.07142857142857142,0.038461538461538464
2023-11-10,Athlete C,Game,10.0,36,5,62,19,26,26,2,0.08064516129032258,0.36619718309859156
2023-11-10,Athlete E,Game,10.9,74,18,123,64,19,42,2,0.14634146341463414,0.336
2023-11-10,Athlete F,Game,10.5,72,7,96,43,20,26,2,0.07291666666666667,0.29213483146067415
2023-11-10,Athlete M,Game,9.4,29,4,47,34,8,14,2,0.0851063829787234,0.25
2023-11-10,Athlete O,Game,11.3,39,17,73,29,15,7,2,0.2328767123287671,0.13725490196078433
2023-11-10,Athlete P,Game,10.899999999999999,101,13,133,25,31,24,2,0.09774436090225563,0.3
2023-11-10,Athlete R,Game,8.7,115,18,164,37,19,2,2,0.10975609756097561,0.034482758620689655
2023-11-14,Athlete B,Game,10.45,21,6,36,43,14,10,2,0.16666666666666666,0.14925373134328357
2023-11-14,Athlete E,Game,15.649999999999999,57,21,108,38,21,22,2,0.19444444444444445,0.2716049382716049
2023-11-14,Athlete F,Game,12.05,33,2,49,30,12,14,2,0.04081632653061224,0.25
2023-11-14,Athlete L,Game,10.850000000000001,52,8,79,22,7,15,2,0.10126582278481013,0.3409090909090909
2023-11-14,Athlete M,Game,10.4,60,3,77,46,9,17,2,0.03896103896103896,0.2361111111111111
2023-11-14,Athlete O,Game,11.0,66,10,88,33,14,10,2,0.11363636363636363,0.17543859649122806
2023-11-14,Athlete P,Game,11.75,35,4,52,18,10,11,2,0.07692307692307693,0.28205128205128205
2023-11-14,Athlete Q,Game,10.05,31,3,42,19,10,7,2,0.07142857142857142,0.19444444444444445
2023-11-14,Athlete R,Game,9.3,52,8,78,22,11,3,2,0.10256410256410256,0.08333333333333333
2023-11-16,Athlete B,Game,10.75,39,4,48,34,12,7,2,0.08333333333333333,0.1320754716981132
2023-11-16,Athlete E,Game,14.6,86,31,173,72,20,23,2,0.1791907514450867,0.2
2023-11-16,Athlete F,Game,11.05,52,9,79,33,11,16,2,0.11392405063291139,0.26666666666666666
2023-11-16,Athlete L,Game,11.1,60,10,83,20,5,12,2,0.12048192771084337,0.32432432432432434
2023-11-16,Athlete M,Game,11.0,61,9,84,45,10,22,2,0.10714285714285714,0.2857142857142857
2023-11-16,Athlete O,Game,10.35,57,9,76,33,8,9,2,0.11842105263157894,0.18
2023-11-16,Athlete P,Game,10.85,63,14,102,23,19,12,2,0.13725490196078433,0.2222222222222222
2023-11-16,Athlete Q,Game,11.5,20,2,26,4,2,6,2,0.07692307692307693,0.5
2023-11-16,Athlete R,Game,9.75,83,11,113,34,13,2,2,0.09734513274336283,0.04081632653061224
2023-11-20,Athlete C,Game,10.75,42,8,67,21,15,18,2,0.11940298507462686,0.3333333333333333
2023-11-20,Athlete E,Game,15.6,98,42,176,61,17,27,2,0.23863636363636365,0.2571428571428571
2023-11-20,Athlete F,Game,10.5,65,19,97,53,19,18,2,0.1958762886597938,0.2
2023-11-20,Athlete L,Game,10.7,52,11,70,18,5,5,2,0.15714285714285714,0.17857142857142858
2023-11-20,Athlete M,Game,10.05,48,2,62,27,4,12,2,0.03225806451612903,0.27906976744186046
2023-11-20,Athlete O,Game,11.2,70,12,99,44,14,10,2,0.12121212121212122,0.14705882352941177
2023-11-20,Athlete P,Game,11.25,33,9,58,21,11,7,2,0.15517241379310345,0.1794871794871795
2023-11-20,Athlete Q,Game,12.45,14,3,22,6,2,1,2,0.13636363636363635,0.1111111111111111
2023-11-20,Athlete R,Game,9.45,77,15,112,26,13,2,2,0.13392857142857142,0.04878048780487805
2023-11-22,Athlete C,Game,8.9,40,13,66,27,14,22,2,0.19696969696969696,0.3492063492063492
2023-11-22,Athlete E,Game,11.45,112,49,228,68,21,35,2,0.2149122807017544,0.28225806451612906
2023-11-22,Athlete F,Game,8.8,70,14,97,21,19,20,2,0.14432989690721648,0.3333333333333333
2023-11-22,Athlete L,Game,9.85,74,14,112,21,16,11,2,0.125,0.22916666666666666
2023-11-22,Athlete M,Game,9.8,22,3,30,13,0,10,2,0.1,0.43478260869565216
2023-11-22,Athlete O,Game,10.55,76,13,111,32,12,6,2,0.11711711711711711,0.12
2023-11-22,Athlete P,Game,9.6,53,7,75,13,16,5,2,0.09333333333333334,0.14705882352941177
2023-11-22,Athlete R,Game,8.05,63,7,96,26,12,2,2,0.07291666666666667,0.05
2023-11-29,Athlete C,Game,10.05,45,11,75,26,23,14,2,0.14666666666666667,0.2222222222222222
2023-11-29,Athlete E,Game,13.45,105,46,192,63,16,41,2,0.23958333333333334,0.3416666666666667
2023-11-29,Athlete F,Game,11.0,64,15,106,37,31,20,2,0.14150943396226415,0.22727272727272727
2023-11-29,Athlete L,Game,10.3,31,8,47,5,4,5,2,0.1702127659574468,0.35714285714285715
2023-11-29,Athlete N,Game,10.0,18,5,28,7,5,6,2,0.17857142857142858,0.3333333333333333
2023-11-29,Athlete O,Game,11.45,73,15,108,44,18,10,2,0.1388888888888889,0.1388888888888889
2023-11-29,Athlete P,Game,11.4,23,4,30,12,7,4,2,0.13333333333333333,0.17391304347826086
2023-11-29,Athlete R,Game,9.850000000000001,129,21,180,36,34,2,2,0.11666666666666667,0.027777777777777776
2023-12-02,Athlete C,Game,10.7,36,9,61,27,18,17,2,0.14754098360655737,0.27419354838709675
2023-12-02,Athlete E,Game,14.0,58,23,100,45,13,19,2,0.23,0.24675324675324675
2023-12-02,Athlete F,Game,10.95,44,9,65,27,16,13,2,0.13846153846153847,0.23214285714285715
2023-12-02,Athlete L,Game,10.8,53,11,76,19,12,13,2,0.14473684210526316,0.29545454545454547
2023-12-02,Athlete N,Game,10.45,24,4,39,17,11,12,2,0.10256410256410256,0.3
2023-12-02,Athlete O,Game,11.55,45,11,75,25,10,13,2,0.14666666666666667,0.2708333333333333
2023-12-02,Athlete P,Game,11.05,54,4,70,11,8,4,2,0.05714285714285714,0.17391304347826086
2023-12-02,Athlete R,Game,10.0,98,18,138,39,17,6,2,0.13043478260869565,0.0967741935483871
2023-12-05,Athlete B,Game,12.05,39,8,58,28,11,3,2,0.13793103448275862,0.07142857142857142
2023-12-05,Athlete C,Game,11.100000000000001,36,5,54,19,8,14,2,0.09259259259259259,0.34146341463414637
2023-12-05,Athlete E,Game,14.65,55,24,106,36,19,9,2,0.22641509433962265,0.140625
2023-12-05,Athlete F,Game,12.85,42,7,58,31,21,9,2,0.1206896551724138,0.14754098360655737
2023-12-05,Athlete L,Game,11.899999999999999,70,14,93,16,10,18,2,0.15053763440860216,0.4090909090909091
2023-12-05,Athlete N,Game,10.75,32,6,46,15,21,16,2,0.13043478260869565,0.3076923076923077
2023-12-05,Athlete O,Game,12.5,32,3,42,18,3,4,2,0.07142857142857142,0.16
2023-12-05,Athlete P,Game,12.05,66,10,96,34,22,13,2,0.10416666666666667,0.18840579710144928
2023-12-05,Athlete Q,Game,13.350000000000001,37,8,52,13,7,9,2,0.15384615384615385,0.3103448275862069
2023-12-05,Athlete R,Game,10.850000000000001,54,8,82,28,12,3,2,0.0975609756097561,0.06976744186046512
2023-12-16,Athlete C,Game,11.1,39,10,72,21,8,16,2,0.1388888888888889,0.35555555555555557
2023-12-16,Athlete E,Game,14.75,103,35,167,54,18,29,2,0.20958083832335328,0.2871287128712871
2023-12-16,Athlete F,Game,11.6,77,12,110,35,14,31,2,0.10909090909090909,0.3875
2023-12-16,Athlete L,Game,13.5,50,9,72,15,11,9,2,0.125,0.2571428571428571
2023-12-16,Athlete N,Game,10.95,24,5,35,15,5,10,2,0.14285714285714285,0.3333333333333333
2023-12-16,Athlete O,Game,12.2,62,15,91,50,15,7,2,0.16483516483516483,0.09722222222222222
2023-12-16,Athlete P,Game,13.649999999999999,55,14,83,26,13,9,2,0.1686746987951807,0.1875
2023-12-16,Athlete R,Game,10.9,98,9,125,40,13,1,2,0.072,0.018518518518518517
2023-12-19,Athlete B,Game,9.850000000000001,30,5,44,19,12,9,2,0.11363636363636363,0.225
2023-12-19,Athlete C,Game,9.9,54,3,73,23,9,19,2,0.0410958904109589,0.37254901960784315
2023-12-19,Athlete E,Game,14.4,93,32,167,73,30,39,2,0.19161676646706588,0.2746478873239437
2023-12-19,Athlete F,Game,10.45,58,13,96,43,16,18,2,0.13541666666666666,0.23376623376623376
2023-12-19,Athlete L,Game,8.0,71,19,112,16,12,12,2,0.16964285714285715,0.3
2023-12-19,Athlete N,Game,8.7,22,3,34,16,5,7,2,0.08823529411764706,0.25
2023-12-19,Athlete O,Game,11.399999999999999,74,19,105,50,19,10,2,0.18095238095238095,0.12658227848101267
2023-12-19,Athlete P,Game,10.05,22,2,28,12,6,4,2,0.07142857142857142,0.18181818181818182
2023-12-19,Athlete R,Game,9.15,71,9,110,20,10,0,2,0.08181818181818182,0.0
2023-12-27,Athlete B,Game,11.95,26,4,41,20,12,3,2,0.0975609756097561,0.08571428571428572
2023-12-27,Athlete C,Game,10.399999999999999,28,5,44,25,11,13,2,0.11363636363636363,0.2653061224489796
2023-12-27,Athlete E,Game,15.75,79,36,165,50,21,26,2,0.21818181818181817,0.26804123711340205
2023-12-27,Athlete F,Game,11.3,48,10,73,22,17,17,2,0.136986301369863,0.30357142857142855
2023-12-27,Athlete L,Game,12.35,73,12,99,22,14,21,2,0.12121212121212122,0.3684210526315789
2023-12-27,Athlete N,Game,10.8,25,3,37,14,9,10,2,0.08108108108108109,0.30303030303030304
2023-12-27,Athlete O,Game,12.75,48,6,70,24,11,8,2,0.08571428571428572,0.18604651162790697
2023-12-27,Athlete P,Game,11.75,44,8,66,15,14,8,2,0.12121212121212122,0.21621621621621623
2023-12-27,Athlete Q,Game,12.6,23,8,37,17,7,7,2,0.21621621621621623,0.22580645161290322
2023-12-27,Athlete R,Game,10.45,75,12,120,19,19,4,2,0.1,0.09523809523809523
2023-12-30,Athlete B,Game,10.3,23,5,40,23,10,5,2,0.125,0.13157894736842105
2023-12-30,Athlete C,Game,9.0,37,4,54,26,14,17,2,0.07407407407407407,0.2982456140350877
2023-12-30,Athlete E,Game,10.85,61,12,99,75,26,22,2,0.12121212121212122,0.17886178861788618
2023-12-30,Athlete F,Game,10.1,53,11,79,36,16,19,2,0.13924050632911392,0.2676056338028169
2023-12-30,Athlete L,Game,10.05,64,5,80,13,9,13,2,0.0625,0.37142857142857144
2023-12-30,Athlete N,Game,8.75,16,4,24,10,3,8,2,0.16666666666666666,0.38095238095238093
2023-12-30,Athlete O,Game,10.8,60,22,107,49,13,4,2,0.205607476635514,0.06060606060606061
2023-12-30,Athlete P,Game,12.25,31,6,51,19,6,6,2,0.11764705882352941,0.1935483870967742
2023-12-30,Athlete Q,Game,11.0,33,1,38,11,6,8,2,0.02631578947368421,0.32
2023-12-30,Athlete R,Game,8.7,75,14,108,34,24,1,2,0.12962962962962962,0.01694915254237288
2024-01-03,Athlete B,Game,11.649999999999999,26,9,42,18,10,8,2,0.21428571428571427,0.2222222222222222
2024-01-03,Athlete C,Game,12.05,29,9,44,10,14,13,2,0.20454545454545456,0.35135135135135137
2024-01-03,Athlete E,Game,15.95,87,35,161,79,18,29,2,0.21739130434782608,0.23015873015873015
2024-01-03,Athlete F,Game,10.55,56,4,77,27,19,14,2,0.05194805194805195,0.23333333333333334
2024-01-03,Athlete L,Game,11.1,12,8,22,7,2,3,2,0.36363636363636365,0.25
2024-01-03,Athlete N,Game,9.15,10,4,16,7,3,4,2,0.25,0.2857142857142857
2024-01-03,Athlete O,Game,11.75,86,16,127,72,28,8,2,0.12598425196850394,0.07407407407407407
2024-01-03,Athlete P,Game,12.2,71,16,113,18,10,14,2,0.1415929203539823,0.3333333333333333
2024-01-03,Athlete R,Game,10.9,87,22,130,34,22,0,2,0.16923076923076924,0.0
2024-01-06,Athlete B,Game,11.75,27,4,39,31,12,3,2,0.10256410256410256,0.06521739130434782
2024-01-06,Athlete C,Game,10.25,38,11,59,28,11,16,2,0.1864406779661017,0.2909090909090909
2024-01-06,Athlete E,Game,11.149999999999999,68,6,94,70,18,30,2,0.06382978723404255,0.2542372881355932
2024-01-06,Athlete F,Game,11.6,58,11,89,38,16,14,2,0.12359550561797752,0.20588235294117646
2024-01-06,Athlete O,Game,11.9,18,9,35,17,8,7,2,0.2571428571428571,0.21875
2024-01-06,Athlete P,Game,12.399999999999999,66,22,117,19,15,4,2,0.18803418803418803,0.10526315789473684
2024-01-06,Athlete R,Game,9.6,78,10,119,22,12,4,2,0.08403361344537816,0.10526315789473684
2024-01-13,Athlete B,Game,11.35,18,2,21,22,5,4,2,0.09523809523809523,0.12903225806451613
2024-01-13,Athlete C,Game,9.95,39,7,61,22,8,16,2,0.11475409836065574,0.34782608695652173
2024-01-13,Athlete E,Game,13.6,86,28,134,47,16,17,2,0.208955223880597,0.2125
2024-01-13,Athlete F,Game,10.2,55,9,76,27,17,14,2,0.11842105263157894,0.2413793103448276
2024-01-13,Athlete L,Game,9.7,57,9,90,16,6,12,2,0.1,0.35294117647058826
2024-01-13,Athlete O,Game,11.95,41,16,71,39,18,7,2,0.22535211267605634,0.109375
2024-01-13,Athlete P,Game,10.100000000000001,25,10,42,8,5,3,2,0.23809523809523808,0.1875
2024-01-13,Athlete Q,Game,10.9,42,16,73,24,13,12,2,0.2191780821917808,0.24489795918367346
2024-01-13,Athlete R,Game,8.8,74,8,101,24,18,4,2,0.07920792079207921,0.08695652173913043
2024-01-17,Athlete C,Game,10.95,47,13,73,13,8,20,2,0.1780821917808219,0.4878048780487805
2024-01-17,Athlete E,Game,13.6,73,27,127,52,33,20,2,0.2125984251968504,0.19047619047619047
2024-01-17,Athlete F,Game,11.3,58,17,88,27,16,18,2,0.19318181818181818,0.29508196721311475
2024-01-17,Athlete M,Game,11.15,27,3,36,31,9,14,2,0.08333333333333333,0.25925925925925924
2024-01-17,Athlete O,Game,13.45,30,6,51,34,10,10,2,0.11764705882352941,0.18518518518518517
2024-01-17,Athlete P,Game,15.95,40,6,65,16,11,6,2,0.09230769230769231,0.18181818181818182
2024-01-17,Athlete Q,Game,12.0,66,14,103,24,25,12,2,0.13592233009708737,0.19672131147540983
2024-01-17,Athlete R,Game,10.5,59,14,90,18,15,2,2,0.15555555555555556,0.05714285714285714
2024-01-20,Athlete C,Game,10.0,46,6,74,31,24,18,2,0.08108108108108109,0.2465753424657534
2024-01-20,Athlete E,Game,11.0,83,16,127,68,19,27,2,0.12598425196850394,0.23684210526315788
2024-01-20,Athlete F,Game,10.95,67,10,96,36,17,24,2,0.10416666666666667,0.3116883116883117
2024-01-20,Athlete L,Game,9.7,26,4,35,8,3,2,2,0.11428571428571428,0.15384615384615385
2024-01-20,Athlete M,Game,10.4,22,7,33,21,0,7,2,0.21212121212121213,0.25
2024-01-20,Athlete O,Game,11.5,41,10,68,21,6,5,2,0.14705882352941177,0.15625
2024-01-20,Athlete Q,Game,10.85,38,11,71,18,13,6,2,0.15492957746478872,0.16216216216216217
2024-01-20,Athlete R,Game,8.25,69,6,100,32,13,3,2,0.06,0.0625
2024-01-24,Athlete B,Game,11.5,25,4,41,21,8,5,2,0.0975609756097561,0.14705882352941177
2024-01-24,Athlete C,Game,10.899999999999999,44,7,70,15,26,15,2,0.1,0.26785714285714285
2024-01-24,Athlete E,Game,14.6,92,26,170,53,19,32,2,0.15294117647058825,0.3076923076923077
2024-01-24,Athlete F,Game,11.75,48,18,78,47,18,14,2,0.23076923076923078,0.17721518987341772
2024-01-24,Athlete M,Game,11.75,36,4,55,41,9,11,2,0.07272727272727272,0.18032786885245902
2024-01-24,Athlete O,Game,11.149999999999999,17,1,21,22,6,3,2,0.047619047619047616,0.0967741935483871
2024-01-24,Athlete P,Game,13.2,49,11,76,18,15,7,2,0.14473684210526316,0.175
2024-01-24,Athlete Q,Game,12.15,59,11,85,22,21,13,2,0.12941176470588237,0.23214285714285715
2024-01-24,Athlete R,Game,10.25,25,6,45,14,6,0,2,0.13333333333333333,0.0
2024-01-27,Athlete B,Game,4.6,47,4,59,21,12,6,2,0.06779661016949153,0.15384615384615385
2024-01-27,Athlete C,Game,8.9,34,6,53,14,10,15,2,0.11320754716981132,0.38461538461538464
2024-01-27,Athlete E,Game,10.100000000000001,85,16,134,66,13,29,2,0.11940298507462686,0.26851851851851855
2024-01-27,Athlete F,Game,9.5,55,9,75,26,13,19,2,0.12,0.3275862068965517
2024-01-27,Athlete L,Game,3.45,61,9,80,9,5,9,2,0.1125,0.391304347826087
2024-01-27,Athlete M,Game,10.850000000000001,12,4,20,13,2,4,2,0.2,0.21052631578947367
2024-01-27,Athlete O,Game,9.149999999999999,45,7,60,17,7,6,2,0.11666666666666667,0.2
2024-01-27,Athlete P,Game,3.75,68,13,106,18,14,11,2,0.12264150943396226,0.2558139534883721
2024-01-27,Athlete Q,Game,12.05,22,6,34,8,7,5,2,0.17647058823529413,0.25
2024-01-27,Athlete R,Game,8.4,78,22,129,35,18,2,2,0.17054263565891473,0.03636363636363636
2024-01-31,Athlete B,Game,12.65,34,6,47,35,10,11,2,0.1276595744680851,0.19642857142857142
2024-01-31,Athlete C,Game,11.55,40,6,65,13,11,13,2,0.09230769230769231,0.35135135135135137
2024-01-31,Athlete E,Game,14.3,68,33,133,40,21,19,2,0.24812030075187969,0.2375
2024-01-31,Athlete F,Game,12.45,43,11,75,26,17,13,2,0.14666666666666667,0.23214285714285715
2024-01-31,Athlete M,Game,13.6,25,3,32,19,6,10,2,0.09375,0.2857142857142857
2024-01-31,Athlete O,Game,11.899999999999999,42,10,68,63,10,14,2,0.14705882352941177,0.16091954022988506
2024-01-31,Athlete P,Game,13.9,29,8,45,13,5,5,2,0.17777777777777778,0.21739130434782608
2024-01-31,Athlete Q,Game,11.1,55,10,81,24,10,11,2,0.12345679012345678,0.24444444444444444
2024-01-31,Athlete R,Game,11.8,30,7,47,13,10,1,2,0.14893617021276595,0.041666666666666664
2024-02-03,Athlete B,Game,9.6,23,9,38,12,6,4,2,0.23684210526315788,0.18181818181818182
2024-02-03,Athlete C,Game,9.1,29,11,49,22,9,24,2,0.22448979591836735,0.43636363636363634
2024-02-03,Athlete E,Game,9.5,71,16,104,43,16,31,2,0.15384615384615385,0.34444444444444444
2024-02-03,Athlete F,Game,9.600000000000001,61,20,97,21,12,20,2,0.20618556701030927,0.37735849056603776
2024-02-03,Athlete M,Game,10.2,10,4,18,10,2,6,2,0.2222222222222222,0.3333333333333333
2024-02-03,Athlete O,Game,10.55,74,20,119,63,24,13,2,0.16806722689075632,0.13
2024-02-03,Athlete P,Game,9.850000000000001,46,6,65,17,13,9,2,0.09230769230769231,0.23076923076923078
2024-02-03,Athlete Q,Game,9.600000000000001,79,14,115,21,19,20,2,0.12173913043478261,0.3333333333333333
2024-02-03,Athlete R,Game,8.5,53,6,77,24,13,2,2,0.07792207792207792,0.05128205128205128
2024-02-05,Athlete B,Game,12.45,26,4,44,41,16,4,2,0.09090909090909091,0.06557377049180328
2024-02-05,Athlete C,Game,11.55,36,4,57,30,7,14,2,0.07017543859649122,0.27450980392156865
2024-02-05,Athlete E,Game,14.5,53,27,105,55,11,27,2,0.2571428571428571,0.2903225806451613
2024-02-05,Athlete F,Game,13.600000000000001,64,7,83,27,16,19,2,0.08433734939759036,0.3064516129032258
2024-02-05,Athlete M,Game,11.5,23,1,26,23,7,11,2,0.038461538461538464,0.2682926829268293
2024-02-05,Athlete O,Game,11.8,38,9,57,38,13,10,2,0.15789473684210525,0.16393442622950818
2024-02-05,Athlete P,Game,11.2,61,11,100,21,18,12,2,0.11,0.23529411764705882
2024-02-05,Athlete Q,Game,12.95,29,4,39,9,14,10,2,0.10256410256410256,0.30303030303030304
2024-02-05,Athlete R,Game,11.7,55,5,74,16,12,1,2,0.06756756756756757,0.034482758620689655
2024-02-10,Athlete B,Game,3.0999999999999996,47,4,68,22,11,5,2,0.058823529411764705,0.13157894736842105
2024-02-10,Athlete C,Game,6.0,60,11,97,17,13,18,2,0.1134020618556701,0.375
2024-02-10,Athlete E,Game,9.0,53,16,79,48,13,19,2,0.20253164556962025,0.2375
2024-02-10,Athlete F,Game,6.7,73,21,116,46,29,30,2,0.1810344827586207,0.2857142857142857
2024-02-10,Athlete M,Game,2.6,37,1,41,30,4,7,2,0.024390243902439025,0.17073170731707318
2024-02-10,Athlete O,Game,9.4,47,9,66,51,15,11,2,0.13636363636363635,0.14285714285714285
2024-02-10,Athlete P,Game,9.3,69,17,111,18,17,16,2,0.15315315315315314,0.3137254901960784
2024-02-10,Athlete Q,Game,11.45,28,6,41,9,6,4,2,0.14634146341463414,0.21052631578947367
2024-02-10,Athlete R,Game,5.3,118,14,180,33,18,1,2,0.07777777777777778,0.019230769230769232
2024-02-13,Athlete B,Game,11.85,21,5,34,13,7,7,2,0.14705882352941177,0.25925925925925924
2024-02-13,Athlete C,Game,11.05,52,10,83,22,14,16,2,0.12048192771084337,0.3076923076923077
2024-02-13,Athlete E,Game,13.8,74,48,154,61,24,27,2,0.3116883116883117,0.24107142857142858
2024-02-13,Athlete F,Game,10.15,46,8,77,25,19,21,2,0.1038961038961039,0.3230769230769231
2024-02-13,Athlete M,Game,11.65,8,1,14,18,2,4,2,0.07142857142857142,0.16666666666666666
2024-02-13,Athlete N,Game,3.0500000000000003,0,0,0,0,0,0,2,,
2024-02-13,Athlete O,Game,11.0,51,17,86,38,18,10,2,0.19767441860465115,0.15151515151515152
2024-02-13,Athlete P,Game,13.35,41,9,64,11,13,5,2,0.140625,0.1724137931034483
2024-02-13,Athlete Q,Game,14.4,15,4,25,6,3,3,2,0.16,0.25
2024-02-13,Athlete R,Game,8.25,50,8,80,20,11,2,2,0.1,0.06060606060606061
2024-02-17,Athlete C,Game,11.8,36,11,67,15,11,18,2,0.16417910447761194,0.4090909090909091
2024-02-17,Athlete E,Game,15.350000000000001,98,38,169,60,24,32,2,0.22485207100591717,0.27586206896551724
2024-02-17,Athlete F,Game,10.95,53,12,80,29,17,15,2,0.15,0.2459016393442623
2024-02-17,Athlete M,Game,11.4,17,3,28,16,3,4,2,0.10714285714285714,0.17391304347826086
2024-02-17,Athlete O,Game,11.100000000000001,37,10,60,41,7,4,2,0.16666666666666666,0.07692307692307693
2024-02-17,Athlete P,Game,11.65,55,4,77,11,16,14,2,0.05194805194805195,0.34146341463414637
2024-02-17,Athlete Q,Game,12.4,42,11,65,14,8,7,2,0.16923076923076924,0.2413793103448276
2024-02-17,Athlete R,Game,9.149999999999999,58,6,79,24,18,2,2,0.0759493670886076,0.045454545454545456
2024-02-19,Athlete B,Game,10.55,30,4,43,24,11,10,2,0.09302325581395349,0.2222222222222222
2024-02-19,Athlete C,Game,9.8,32,9,55,16,6,12,2,0.16363636363636364,0.35294117647058826
2024-02-19,Athlete E,Game,13.75,68,30,116,55,22,18,2,0.25862068965517243,0.18947368421052632
2024-02-19,Athlete F,Game,9.75,43,7,62,21,11,14,2,0.11290322580645161,0.30434782608695654
2024-02-19,Athlete L,Game,10.75,37,5,51,11,4,9,2,0.09803921568627451,0.375
2024-02-19,Athlete M,Game,10.05,40,6,54,41,8,17,2,0.1111111111111111,0.25757575757575757
2024-02-19,Athlete O,Game,11.05,52,12,77,40,13,4,2,0.15584415584415584,0.07017543859649122
2024-02-19,Athlete P,Game,10.2,71,10,95,26,9,17,2,0.10526315789473684,0.3269230769230769
2024-02-19,Athlete Q,Game,12.55,39,9,59,4,6,6,2,0.15254237288135594,0.375
2024-02-19,Athlete R,Game,8.2,41,12,63,12,4,0,2,0.19047619047619047,0.0
2024-02-24,Athlete B,Game,13.1,12,4,18,4,2,2,2,0.2222222222222222,0.25
2024-02-28,Athlete B,Game,9.3,11,3,15,7,7,2,2,0.2,0.125
2024-02-28,Athlete C,Game,9.75,31,9,55,21,10,19,2,0.16363636363636364,0.38
2024-02-28,Athlete E,Game,11.45,61,16,96,66,23,28,2,0.16666666666666666,0.23931623931623933
2024-02-28,Athlete F,Game,10.75,53,11,80,36,17,18,2,0.1375,0.2535211267605634
2024-02-28,Athlete M,Game,2.4,22,2,30,18,4,5,2,0.06666666666666667,0.18518518518518517
